0.00024126,0.00025377,0,0.00063485,0.00027876,0,0.00027575,0.00026613,0,0.00070809,0.00081576,0,0.00068026,0.00025107,0,0.0008401,0.00025119,0,0.00083788,0.00023291,0,0.00087597,0.00024841,0
0,0,0,0,0,0,57184,1.014e+05,95745,68491,53475,35683,18182,71251,16522,14685,11490,93640,11979,0,0,0,0,0
814.01,1243.1,1508.4,1633.8,1399.3,1557.8,1580.8,2084.3,1.2e+05,1.2e+05,1.2e+05,814.01,1243.1,1508.4,1633.8,814.01,1243.1,1508.4,1633.8,1.2e+05,0,0,0,0
96000,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120
30000,3000,3000,3000,3000,3000,3000,30000,30000,90000,60000,60000,3e+05,2.1e+05,60000,30000,30000,60000,60000,2.1e+05,1.5e+05,1.5e+05,60000,30000
-66814,1636.9,1371.6,1246.2,1480.7,1322.2,-55885,-73602,-1.8587e+05,-98611,-1.1359e+05,23383,2.8046e+05,1.3712e+05,41724,14381,17147,-35268,46268,89880,1.4988e+05,1.4988e+05,59880,29880
