1.2e+05,-1e+05,1.2e+05,1.2e+05,40000,-4.8166,0.56179,0.10767,0.53996,0.5636,0.11636,-4.5321,-6.1909,-16.449,-7.4966,-8.8247,1.9291,22.598,11.129,3.7135,1.687,1.8033,-2.892,4.143,8.0731,13.489,12.252,5.1518,2.5398,39.196
80000,-75000,1e+05,1e+05,75000,-2.2982,0.56493,0.11081,0.54312,0.56712,0.11988,-3.6803,-4.6663,-13.263,-4.9644,-6.4651,2.423,22.84,12.058,3.9621,1.9024,1.9595,-1.609,4.306,9.7765,13.493,12.255,5.155,2.5432,57.633
50000,-45000,1.2e+05,1.2e+05,80000,-0.40943,0.56729,0.11317,0.54548,0.56976,0.12252,-4.5259,-6.1846,-16.443,-7.4909,-8.819,1.9349,22.603,11.134,3.7197,1.6931,1.8089,-2.8863,4.1486,8.0791,13.496,12.258,5.1574,2.5458,43.737
