0.00022843,0.00064168,0,0.00068645,0.00050706,0,0.00098507,0.00075679,0,0.00023778,0.000652,0,0.00075307,0.00023348,0,0.00025804,0.00065275,0,0.0009017,0.00066458,0,0.00023454,0.00023514,0
0,0,0,0,0,0,57184,1.014e+05,95745,68491,53475,35683,18182,71251,16522,14685,11490,93640,11979,0,0,0,0,0
814.01,1243.1,1508.4,1633.8,1399.3,1557.8,1580.8,2084.3,1.2e+05,1.2e+05,1.2e+05,814.01,1243.1,1508.4,1633.8,814.01,1243.1,1508.4,1633.8,1.2e+05,0,0,0,0
40000,49.999,49.999,49.999,49.999,49.999,49.998,49.999,49.999,50,49.999,49.999,49.999,50,49.999,50,49.999,49.999,49.998,49.999,49.999,50,50,49.999
30000,3000,3000,3000,3000,3000,3000,30000,30000,90000,60000,60000,3e+05,2.1e+05,60000,30000,30000,60000,60000,2.1e+05,1.5e+05,1.5e+05,60000,30000
-10814,1706.9,1441.6,1316.2,1550.7,1392.2,-55815,-73532,-1.858e+05,-98541,-1.1352e+05,23453,2.8053e+05,1.3719e+05,41794,14451,17217,-35198,46338,89950,1.4995e+05,1.4995e+05,59950,29950
