0.00055258,0.00078836,0,0.00065214,0.00027213,0,0.00027027,0.00024579,0,0.00024871,0.00025126,0,0.00024468,0.00084169,0,0.00026592,0.00067421,0,0.00024035,0.00026255,0,0.00078799,0.00076763,0
0,0,0,0,0,0,47653,84498,79788,57076,44562,29736,15151,59376,13768,12237,9574.9,78033,9982.2,0,0,0,0,0
814.01,1243.1,1508.4,1633.8,1399.3,1557.8,1580.8,2084.3,1e+05,1e+05,1e+05,814.01,1243.1,1508.4,1633.8,814.01,1243.1,1508.4,1633.8,1e+05,0,0,0,0
64000,79.998,79.999,79.999,80,79.999,80,80,79.999,80,80,79.999,80,79.998,79.999,80,79.999,79.999,80,80,79.999,79.998,79.998,79.999
30000,3000,3000,3000,3000,3000,3000,30000,30000,90000,60000,60000,3e+05,2.1e+05,60000,30000,30000,60000,60000,2.1e+05,1.5e+05,1.5e+05,60000,30000
-34814,1676.9,1411.6,1286.2,1520.7,1362.2,-46314,-56663,-1.4987e+05,-67156,-84642,29370,2.8353e+05,1.4904e+05,44518,16869,19102,-19622,48304,1.0992e+05,1.4992e+05,1.4992e+05,59920,29920
